,ISBN,Title,Author,Year,Publisher,synopsis,subjects,genres,language,pages,binding,image_url,overview,similarity_score,read
11707,0140620435,The Tenant of Wildfell Hall (Penguin Popular Classics),Anne Bronte,1994,Penguin Books Ltd,"Published in June 1848, less than a year before her death, Anne Bronte's second (and last) novel, The Tenant of Wildfell Hall, is the somber account of the breakdown of a marriage in the face of alcoholism and infidelity. The novel enjoyed a modest success that led its publisher, theunscrupulous T.C. Newby, to issue a ""Second Edition"" less than two months later. The present edition, which completes the Clarendon Edition of the Novels of the Brontes, offers a text based on the collation of the first edition with the second. The introduction details the work's composition andearly printing history, including its first publication in America; and the text is fully annotated. Appendices record the substantive variants in the first English and American editions, and discuss the author's belief in the doctrine of universal salvation.","Literature & Fiction, Literary","Literature & Fiction, Literary",en,377.0,Paperback,https://images.isbndb.com/covers/1006343482238.jpg,,0.66100436,False
1435,0515114693,Born in Fire,Nora Roberts,1994,Jove Books,"<b>#1 <i>New York Times</i> bestselling author Nora Roberts presents the first novel in the Irish Born Trilogy—featuring three modern sisters bound by the timeless beauty of Ireland.<br><br></b>Margaret Mary, the eldest Concannon sister, is a glass artist with an independent streak as fierce as her volatile temper. Hand-blowing glass is a difficult and exacting art, and while she may produce the delicate and the fragile, Maggie is a strong and opinionated woman, a Clare woman, with all the turbulence of that fascinating west country.<br><br> One man, Dublin gallery owner Rogan Sweeney, has seen the soul in Maggie’s art, and vows to help her build a career. When he comes to Maggie’s studio, her heart is inflamed by their fierce attraction—and her scarred past is slowly healed by love…<br><br><br><b>Don't miss the other books in the Irish Born Trilogy</b><br><i><b>Born in Ice</b></i><br><i><b>Born in Shame </b></i>","Fiction, Romance, Contemporary, Women","Fiction, Romance, Contemporary",en,416.0,Mass Market Paperback,https://images.isbndb.com/covers/10538813482371.jpg,,0.6609856,False
6938,0345356535,Sick of Shadows,Sharyn McCrumb,1989,Ballantine Books,"The book that started it all for Edgar Award winner Sharyn McCrumb's widely acclaimed series featuring amateur sleuth Elizabeth MacPherson.<br> When delicate Eileen Chandler is set to marry, her family fears the man is a fortune hunter. Thank goodness, Eileen's cousin Elizabeth MacPherson comes early for support. Unfortunately, Elizabeth also has some detecting to do, as a dead body is found, and none of the wedding party is above suspicion....<br> ""A good deal of suspense...McCrumb writes with a sharp-pointed pen.""<br> LOS ANGELES TIMES","Fiction, Mystery & Detective, Women Sleuths, Thrillers, Suspense","Fiction, Mystery & Detective, Women Sleuths",en,236.0,Paperback,https://images.isbndb.com/covers/26190463482310.jpg,,0.6608773,False
370,0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,"Bridget's new relationship with Mark Darcy should have improved her self-confidence, but the difficult adjustments of sharing an apartment and Rebecca's eagerness to cause trouble are making Bridget more uncertain than ever","JONES, BRIDGET (FICTITIOUS CHARACTER)_FICTION, FICTION_HUMOROUS_GENERAL, FICTION_WOMEN, ENGLAND_FICTION, SINGLE WOMEN_FICTION","JONES, BRIDGET (FICTITIOUS CHARACTER)_FICTION, FICTION_HUMOROUS_GENERAL, FICTION_WOMEN",en,352.0,Hardcover,https://images.isbndb.com/covers/23603153482426.jpg,,0.6602706,False
7440,0451208072,St. Raven,Jo Beverley,2003,Signet Book,"From the <b>New York Times</b> bestselling author of <b>Hazard</b>—a sizzling and sensual novel of fortune and fate…<p> </p><p><b>A Lady with a Quest…</b></p><p>Cressida Mandeville agrees to Lord Crofton’s vile proposal, but secretly she has other plans. She will trick the loathsome man, find her father’s hidden wealth, and save her family from ruin. All goes well, until a daring highwayman stops their carriage, whirls Cressida up onto his dark horse, and demands a kiss….</p> <b>A Duke with a Conscience…</b><p>Tristan Tregallows, Duke of St. Raven, doesn’t plan to rescue a damsel in distress, but he can hardly leave an innocent in Crofton’s power. One kiss confirms his prisoner’s innocence, but instead of grateful, she is furious. When he discovers that Cressida is on a quest, one that will take her into the darkest parts of Regency society, St. Raven knows he must become her partner and protector. But he doesn’t expect the dangers to his heart….</p>","Fiction, Romance, Historical, Regency","Fiction, Romance, Historical",en,384.0,Mass Market Paperback,https://images.isbndb.com/covers/17445793482348.jpg,,0.65941095,False
3161,0399147195,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001,Putnam Publishing Group,"She's every lover's feisty girlfriend. <p>She's every father's courageous daughter.</p> <p>She's every woman's tough, vulnerable, and spirited alter ego.</p> <p>She's Kinsey Millhone, familiar to millions of readers around the globe, and she's back in full stride in <b>P is for Peril</b>, her latest venture into the darker side of the human soul. Mordant, mocking, and deceptively low-key, hers is a voice we know we can trust, from a character we've come to love.</p> <p>Through fifteen novels, <b>Sue Grafton</b> has gone from strength to strength, never writing the same book twice. So it's no surprise that she has taken on new territory in her sixteenth, this time entering the world of noir. It's a world cast in shades of black amid shafts of steel and silver, a shadow land in which the mysterious disappearance of a prominent physician leads Kinsey into a danger-filled maze of duplicity and double-dealing as she taps into the intricacies of a cunning Medicare fraud.</p> <p><b>P is for Peril</b>: the novel in which Millhone stakes her life on a thin thread of intuition because the facts glint elusively out of reach and only guesses offer any shot at the truth.</p> <p>&quot;Unlike many detective series, Grafton's seems only to get better each time out,&quot; wrote <b>Entertainment Weekly</b>, and <b>P is for Peril</b> is a case in point. Pushing herself, reaching further with each new book, Sue Grafton delivers every time.</p>","Fiction, Mystery & Detective, Women Sleuths","Fiction, Mystery & Detective, Women Sleuths",en,352.0,Hardcover,https://images.isbndb.com/covers/2381273482330.jpg,,0.6594094,False
3337,0312303467,Bet Me,Jennifer Crusie,2004,St. Martin's Press,"This is <i>New York Times </i>and <i>USA Today</i> bestselling author Jennifer Crusie's novel about long shots, risk management, true love, and great shoes. . . .<br><br>Minerva Dobbs knows how to work the odds.<br>Calvin Morrisey always plays to win. <br><br>But when they face off, neither one is prepared.<br>Because when real life meets true love, all bets are off. . . . <br><br>Minerva Dobbs knows that happily-ever-after is a fairy tale, especially with a man who asked her to dinner to win a bet, even if he is gorgeous and successful Calvin Morrisey. Cal knows commitment is impossible, especially with a woman as cranky as Min Dobbs, even if she does wear great shoes and keep him on his toes. When they say good-bye at the end of their evening, they cut their losses and agree never to see each other again. <br><br>But fate has other plans, and it's not long before Min and Cal meet again. Soon they're dealing with a jealous ex-boyfriend, Krispy Kreme doughnuts, a determined psychologist, chaos theory, a freakishly intelligent cat, Chicken Marsala, and more risky propositions than either of them ever dreamed of. Including the biggest gamble of all---true love. <i>Bet Me </i>is the winner of a 2005 RITA Award.","Fiction, Humorous, Romance, Contemporary, Romantic Comedy, Women","Fiction, Humorous, Romance",en,337.0,Hardcover,https://images.isbndb.com/covers/4603433482299.jpg,,0.6593971,False
10396,0440236940,The Secret Lover,Julia London,2002,Dell Publishing Company,"Julia London captivated readers and critics alike with her acclaimed Rogues of Regent Street trilogy. Now the nationally bestselling author <i>Romantic Times </i>calls “a rising star” returns with the passionate story of a man and a woman pursued by secrets, shadowed by scandal, and surprised by love…<br> <br>Eight years after fleeing England in the wake of a terrible scandal, Sophie Dane is no longer the trusting debutante betrayed by love. Now as companion to a worldly French widow, she returns to London where her arrival instantly sets tongues wagging…and attracts the roving eye of aristocratic Trevor Hamilton. But it is his mysterious brother, Caleb, in whom Sophie senses a kindred soul—and who captivates her as no other man has before. Reared on the continent, Caleb has come home to his ailing father—only to be shunned by society as a fortune-hunting imposter. Sophie, alone, seems to believe in him. But an unexpected series of events sets them both in flight once more. As scandal pursues them to a remote ancestral estate, a man and a woman haunted by the past will defy every convention on earth for a future in each other’s arms…","Fiction, Romance, Historical, Regency, Victorian, Action & Adventure","Fiction, Romance, Historical",en,400.0,Mass Market Paperback,https://images.isbndb.com/covers/20077723482344.jpg,,0.65937626,False
5349,0425190927,The Wife Test,Betina Krahn,2003,Berkley Publishing Group,"Hoping to discover her true parentage, Chloe of Guibray poses as a nun and steals onto a convoy headed for England with the four maidens chosen as brides for King Edward's nobles. But one man threatens to make the journey intolerable: Sir Hugh of Sennet, an infuriating sergeant whose masculine presence stirs her most primal marital urges.","Fiction, Romance, Historical","Fiction, Romance, Historical",en,331.0,Mass Market Paperback,https://images.isbndb.com/covers/10046393482339.jpg,,0.65907806,False
335,0671525832,Someone to Watch Over Me : A Novel,Judith McNaught,2003,Pocket,"<b>Discover the sensual and sweeping power of love in <i>New York Times </i>bestselling author Judith McNaught’s contemporary romances that will make “you laugh, cry, and fall in love again” (<i>RT Book Reviews</i>).</b><br><br>Leigh Kendall is relishing her stellar Broadway acting career in her marriage to Logan Manning, scion of an old New York family, when her husband finds the perfect mountain property for their dream house. But while driving upstate on a winter’s night, Leigh is run off the road in the midst of a blinding blizzard. When she awakes in the local hospital, seriously injured, the police inform her that her husband has mysteriously disappeared, and Leigh becomes the focus of their suspicions. The more she discovers about her husband and his business affairs, the less she realizes she knew about Logan Manning. Now, Leigh is heading deeper and deeper into unknown territory—where friends and enemies are impossible to distinguish, and the truth becomes the most terrifying weapon of all in this thrilling tale filled with unrelenting suspense, unforgettable characters, and powerful traces of greed, ambition, and desire.","Fiction, Romance, Contemporary, Suspense, Thrillers, Family Life, Marriage & Divorce, Performing Arts, Film, Television & Radio","Fiction, Romance, Contemporary",en,560.0,Mass Market Paperback,https://images.isbndb.com/covers/1846023482427.jpg,,0.65871644,False
2976,0373710267,"Charlotte Moore (Girlfriends) (Harlequin Superromance, No. 1026)",Judith Bowen,2001,Harlequin,"""Charlotte's taken the Girlfriends' challenge: Find your first love. What's he doing? How's he doing? On a business trip to Prince Edward Island--searching for antiques and folk art--Charlotte doesn't have to look very hard to find Liam Connery. But he's not what she expected. Not at all. Instead of the pilot he wanted to be, he trains and raises dogs. He's a man living a secluded existence in a rambling country house. A man with secrets. And yet--like Jane Eyre, with Liam playing the Mr. Rochester role--Charlotte's powerfully drawn to him. Falling in love, dreaming of marriage and babies and the promise of forever. A promise Liam may not be able to make ... or to keep.""--Page 4 of cover.","Fiction, Romance","Fiction, Romance",en,297.0,Mass Market Paperback,https://images.isbndb.com/covers/784043482321.jpg,,0.6584023,False
8275,0515099511,The Hellion,LaVyrle Spencer,1999,Jove Books,"<b>A classic romance from <i>New York Times</i> bestselling author LaVyrle Spencer.</b><br> <br> The image of elegance, social standing, and beauty, Rachel has barely recovered from her husband's death when the wildest, most passionate flame of her youth steps back into her life. The all-time hell-raiser of Russellville, Alabama, Tommy Lee has had three marriages behind him and a string of fast cars and women. The townsfolk say he'll never change, but Rachel knows differently.<br> <br> Once, they were high school sweethearts, too young and reckless to comprehend the consequences of their love. Now, 24 years later, Tommy Lee can still excite Rachel like no other man. Maybe this time they can make it work in spite of his wild reputation, the local gossip, and Rachel's questioning heart.","Fiction, Romance","Fiction, Romance",en,327.0,Paperback,https://images.isbndb.com/covers/10387063482371.jpg,,0.6578918,False
2841,0140014845,Lady Chatterley's Lover,D.H. Lawrence,1969,Penguin Books Ltd,"Constance Chatterley feels trapped in her sexless marriage to the invalid Sir Clifford. Unable to fulfil his wife emotionally or physically, Clifford encourages her to have a liaison with a man of their own class. But Connie is attracted instead to her husband's gamekeeper and embarks on a passionate affair that brings new life to her stifled existence. Can she find a true equality with Mellors, despite the vast gulf between their positions in society? One of the most controversial novels in English literature, ""Lady Chatterley's Lover"" is an erotically charged and psychologically powerful depiction of adult relationships.","Modern fiction, Adultery, Fiction, Fiction - General","Modern fiction, Adultery, Fiction",en,316.0,Unknown Binding,https://images.isbndb.com/covers/23036233482237.jpg,,0.6577232,False
8249,0553576038,Thursday's Child,Sandra Brown,2002,Bantam Books,"With forty-four <i>New York Times</i> bestselling novels to her credit, Sandra Brown is one of romance’s best-loved authors. She has been hailed by <i>Rendezvous</i> magazine as an author whose “larger than life heroes and heroines make you believe all the warm, wonderful, wild things in life.”<br><br>Sexy, funny, and wonderfully romantic, here is the unforgettably sensuous story of a woman too smart to fall in love — and the man determined to prove her wrong.<br><br><b>Thursday’s Child<br></b><br>Allison Leamon knew that pretending to be her identical twin sister was a bad idea. For although the two redheads looked exactly alike, they couldn’t be more different. How could a no-nonsense scientist like Allison possibly fool anyone into thinking that she was the bubbly, vivacious Annie?<br><br>Trading her sensible shoes for strappy sandals, her eyeglasses for contacts, and her lab smock for a chiffon dress, Allison was determined to try her best. Her first challenge was a dinner date with Annie’s fiancé, Davis. But what Allison didn’t expect was the presence of Davis’s best friend. <br><br>Allison was far too logical to believe in love at first sight, but there was nothing logical about the way she was responding to Spencer Raft. The dark-haired, blue-eyed mystery man had an assurance that Allison found positively maddening.<br><br>And by the end of the evening, she couldn’t help feeling that Spencer had been attracted to a carefully constructed illusion. She was certain that the handsome adventurer wouldn’t give her a second look if he knew her as she really was.<br><br>But Spencer Raft was a man of many talents — and seeing below the surface of things was one of them. He sensed the flesh-and-blood woman beneath the elaborate charade, and after years of wandering the world in search of excitement, he knew he had finally found what he had been looking for.<br><br>But first this incurable romantic had to convince an intractable skeptic that there was more to love than what she could study in a laboratory. And what better way than to propose a passionate experiment of his own?<br><br>On board his yacht, Spencer and Allison would fulfill their wildest fantasies and deepest desires; but when their blissful idyll was over, would it all prove to be no more than a pleasant interlude — or the real thing?","Fiction, Romance, Contemporary, Women, Suspense","Fiction, Romance, Contemporary",en,224.0,Mass Market Paperback,https://images.isbndb.com/covers/1951153482385.jpg,,0.657217,False
11835,0449216977,The India Fan,Victoria Holt,1996,Ivy Books,"""A mesmerizing story of blackmail, romance, and deception.""<br>ASSOCIATED PRESS<br>Drusilla Delaney, the daughter of an impoverished minister, becomes fascinated with the wealthy Framling family--especially with the son and daughter, the mysterious Fabian, and the beautiful, impetuous Lavinia. Through them, she finds herself the unlikely heir to an extraordinary bejeweled fan made of peacock feathers. But though priceless and dazzling to behold, the fan bears a curse that promises ill fortune--and even death--to whoever possesses it....<br>""Enthralling.""<br>THE NEW YORK TIMES BOOK REVIEW","Fiction, Romance, Historical","Fiction, Romance, Historical",en,408.0,Mass Market Paperback,https://images.isbndb.com/covers/25620593482347.jpg,,0.6564957,False
3852,0451523326,Jane Eyre,Charlotte Bronte,1988,Signet Classics,"In early nineteenth-century England, an orphaned young woman accepts employment as a governess and soon finds herself in love with her employer who has a terrible secret. Charlotte Bronte's novel about the passionate love between Jane Eyre, a young girl alone in the world, and the rich, brilliant, domineering Rochester has enthralled every kind of reader, from the most critical and cultivated to the youngest and most unabashedly romantic, ever since its publication in 1847. It lives as one of the great triumphs of storytelling and as a moving affirmation of the prerogatives of the heart in the face of disappointment and misfortune.","Fiction, Literary","Fiction, Literary",en,461.0,Paperback,https://images.isbndb.com/covers/20598353482348.jpg,,0.6562119,False
9864,0380755157,"Lost Love, Last Love",Rosemary Rogers,1983,Harper Mass Market Paperbacks (Mm),The conclusion to the tempestuous romance of Virginia Brandon and Steven Morgan.,"Fiction, Romance, Historical","Fiction, Romance, Historical",en,378.0,Paperback,https://images.isbndb.com/covers/15061413482323.jpg,,0.6561172,False
13248,0380818205,The Marriage Lesson,Victoria Alexander,2001,Avon,"<p> Lesson #1: Never Tempt a Lady Become a bride? Never! Lady Marianne Shelton has come to London to experience life, and marriage is not part of her plan. To finance her independent future, the pretty country miss pens a series of anonymous stories. Soon they are the talk of the ton-and only she knows that her wicked hero is based on none other than bold, brash Thomas Effington, the future Duke of Roxborough.</p><p>Lesson #2: Never Deny a Marquess, Thomas has been thrust into le of Marianne's protector. When she threatens to experience life with the first willing rogue to come along, he decides the best recourse is to tutor her himself. And when he accidentally compromises her honor, he's willing to accept their only recourse: a wedding. Marianne claims she wants no part of marriage, but her intoxicating allure and disarming willingness make her irresistible. And now Thomas is determined to teach her a lesson: that true love will last forever.</p>","Fiction, Romance, Historical","Fiction, Romance, Historical",en,384.0,Mass Market Paperback,https://images.isbndb.com/covers/15691873482323.jpg,,0.65611637,False
11980,0451521412,Room With a View and Howards End,E. M. Forster,1992,Signet Classics,"Wit and intelligence are the hallmarks of these two probing portraits of the English character written by E.M. Forster. Both are stories of extreme contrasts--in values, social class and cultural perspectives. Romantic relationships lead to conventional happiness in the delightful social comedy <i>A Room with a View</i>, and to unexpected scandal in the richer, deeply moving novel <i>Howards End</i>.<br> <br> <i>Howards End</i>, which rivals <i>A Passage to India</i> as Forster's greatest work, makes a country house in Hertfordshire the center and the symbol for what Lionel Trilling called a class war about who would inherit England. Commerce clashes with culture, greed with gentility.<br> <br> <i>A Room with a View</i> brings home the stuffiness of upper-middle-class Edwardian society in a tremendously funny comedy that pairs a well-bred young lady with a lusty railway clerk and satirizes both the clergy and the English notion of respectability.<br> <br> Quintessentially British, these two novels have become twentieth-century classics. With an introduction and bibliography by Benjamin DeMott.","Fiction, Classics","Fiction, Classics",en,449.0,Mass Market Paperback,https://images.isbndb.com/covers/20579233482348.jpg,,0.65591335,False
2720,0679735909,Possession : A Romance,A.S. BYATT,1991,Vintage,"<b>BOOKER PRIZE WINNER • NATIONAL BESTSELLER • A tale of two young scholars researching the secret love affair of two Victorian poets that's an exhilarating novel of wit and romance, an intellectual mystery, and a triumphant love story. “Gorgeously written … A tour de force.” —<i>The New York Times Book Review</i><br></b><br>Winner of England’s Booker Prize and a literary sensation, <i>Possession </i>traces the lives of a pair of young academics as they uncover a clandestine relationship between two long-dead Victorian poets. As they unearth their letters, journals, and poems, and track their movements from London to Yorkshire—from spiritualist séances to the fairy-haunted far west of Brittany—what emerges is an extraordinary counterpoint of passions and ideas.","Fiction, Literary, Romance, Contemporary, Historical, Victorian","Fiction, Literary, Romance",en,576.0,Paperback,https://images.isbndb.com/covers/27775173482429.jpg,,0.6557094,False
3848,0553213237,A Room With a View (Classic),E. M. Forster,1988,Bantam,"This Edwardian social comedy explores love and prim propriety among an eccentric cast of characters assembled in an Italian <i>pensione</i> and in a corner of Surrey, England.<br><br>A charming young Englishwoman, Lucy Honeychurch, faints into the arms of a fellow Britisher when she witnesses a murder in a Florentine piazza. Attracted to this man, George Emerson—who is entirely unsuitable and whose father just may be a Socialist—Lucy is soon at war with the snobbery of her class and her own conflicting desires. Back in England, she is courted by a more acceptable, if stifling, suitor and soon realizes she must make a startling decision that will decide the course of her future: she is forced to choose between convention and passion. <br><br>The enduring delight of this tale of romantic intrigue is rooted in Forster’s colorful characters, including outrageous spinsters, pompous clergymen, and outspoken patriots. Written in 1908, <b>A Room with a View</b> is one of E. M. Forster’s earliest and most celebrated works.","Fiction, Classics, Literary, Romance, Historical, Victorian","Fiction, Classics, Literary",en,240.0,Mass Market Paperback,https://images.isbndb.com/covers/26408963482384.jpg,,0.6552235,False
782,0670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,Viking Books,"Great Britain circa 1985: time travel is routine, cloning is a reality (dodas are the resurrected pet of choice), and literature is taken very, very seriously. Based on an imaginary world where time and reality bend in the most convincing and original way since The Hitchhiker's Guide to the Galaxy, The Eyre Affair is a delightful rabbit hole of a read: once you fall in you may never come back. This is all business as usual for brainy, bookish (and heat-packing) Thursday Next, a renowned Special Operative in literary detection -- that is, until someone begins murdering characters from works of literature. A brilliantly outlandish and absorbing caper destined to become a classic adventure tale, The Eyre Affair is an irresistible thriller and the introduction to the imagination of a most distinctive writer. In Jasper Fforde's singular fictional universe no literary character is safe from crime. And for Special Operative Thursday Next this is only the beginning...","FICTION_FANTASY_CONTEMPORARY, ENGLAND_FICTION, FICTION_HISTORICAL_GENERAL, FATHERS AND DAUGHTERS_FICTION, NEXT, THURSDAY (FICTITIOUS CHARACTER)_FICTION","FICTION_FANTASY_CONTEMPORARY, ENGLAND_FICTION, FICTION_HISTORICAL_GENERAL",en,262.0,Hardcover,https://images.isbndb.com/covers/14979903482426.jpg,,0.6542935,False
5549,0373834489,Corinthian,Georgette Heyer,2000,Harlequin,"Georgette Heyer, the grande dame of Regencies, is considered the creator of the modern Regency genre. From her first book in 1935, she established herself as the expert in the field. Her books are hot commodities, especially since many of them have been out of print for some time.<p>In July, Harlequin is pleased to present ""The Corinthian"", the sixth and final Georgette Heyer title that we will be publishing in 2000.<p>The only question perplexing Sir Richard Wyndham is one of marriage. When he chances on a beautiful young fugitive climbing out of a window by means of knotted sheets, he realizes life is about to get very interesting!<p>With a foreword by Kasey Michaels, a New York Times bestselling author of more than fifty books and recipient of the Romantic Times Magazine Career Achievement Award for Regency Historical novels.<p>Watch your profits soar as readers look to complete their collection with this final title.","Fiction, Romance, Contemporary, Historical, Regency","Fiction, Romance, Contemporary",en,401.0,Paperback,https://images.isbndb.com/covers/2026293482321.jpg,,0.6542688,False
6016,0312270801,The Perfect Elizabeth : A Tale of Two Sisters,Libby Schmais,2001,St. Martin's Griffin,"This modern-day Sense and Sensibility is a witty story about two sisters: Liza, a would-be poet who spends miserable days as a legal secretary; and Bette a graduate student writing her dissertation on Toast in the English Novel. Bette has taken to eating only what the characters she is writing about would eat: boiled eggs on toast, minemeat, nice cups of tea...Liza's a bit concerned. She's also worried about the status of her relationship with her actor boyfriend, Gregor. They're not living together, and that's a problem.<br>Then there's the issue of Liza's career, or lack thereof. Can dog-walking be considered a vocation? Liza's beginning to think so. Mercifully, Bette is merely a local phone call away. <br>Throughout this hilarious novel, the sisters deal with unemployment, infidelity, interfering parents, Hollywood, lemmings, a pregnancy, and a wedding. <i>The Perfect Elizabeth </i>is as indulgent and cathartic as a pint of Haagen-Dazs.<br>","Fiction, Women, Family Life, Siblings, City Life","Fiction, Women, Family Life",en,240.0,Paperback,https://images.isbndb.com/covers/4276823482299.jpg,,0.6541029,False
1963,0312983298,Full Speed (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks,"<p>Dear Reader,</p><p>Welcome to the world of Jamie Swift and Max Holt! My good friend Charlotte Hughes and I have teamed up to create a series of books featuring these two characters and they've taken on a life of their own! These books are not set in the same world as my Stephanie Plum novels, but what they have in common is lovable, dysfunctional characters, villains you love to hate, and a cross-eyed way of looking at life. Jamie and Max have intense chemistry-even though they drive each other crazy. Max thinks Jamie is a magnet for trouble and Jamie thinks Max is the most annoyingly sexy, mysterious man she's ever met. She knows she should stay away from him. But boy, oh boy, do the sparks fly when they get together. Jamie is a newspaper owner from a small southern town. And in <i>Full Speed</i>, she's after the story of a lifetime. Max Holt is right in the middle of that story, and so Jamie tracks down the millionaire playboy, forcing him to take her on as partner. What follows is a story of a corrupt minister, a gang of mobsters on the loose, a hound dog called Fleas, a wise-cracking computer genius, and lots of love in the fast lane. Not to mention plenty of steamy action between Jamie and Max. </p><p>So have fun with <i>Full Speed</i>. We're going to sign off now and get back to creating more romantic adventures between Jamie Swift and Max Holt. Enjoy and happy reading! </p><p>Janet and Charlotte</p>","Fiction, Humorous, Mystery & Detective, Women Sleuths, Romance, Contemporary, Suspense, Romantic Comedy, Women","Fiction, Humorous, Mystery & Detective",en,346.0,Mass Market Paperback,https://images.isbndb.com/covers/11401703482299.jpg,,0.65315616,False
7744,0553573705,Almost Innocent,Jane Feather,2001,Bantam Books,"Dear Reader,<br><br><b>Almost Innocent</b> is a romance that is particularly dear to me, with a heroine who surprised me with her strength and resourcefulness, and a hero who will always be one of my favorites.<br><br>Growing up behind the impenetrable walls of an English fortress, young Magdalen does not know that she is the illegitimate daughter of a powerful English prince and his murdered French mistress -- or that she has been a pawn in the struggle between England and France ever since she slipped from her dying mother's womb.<br><br>All she knows is that she longs for excitement. And then one day, as if in answer to her prayers, the splendid figure of Guy de Gervais, a true knight in shining armor, rides into her cloistered world and spirits her away.<br><br>For Magdalen it is love at first sight. The one and only love of her life. Yet Guy sees only his responsibility to keep Magdalen safe until she can be wed to his nephew and thus fulfill her political destiny.<br><br>Then duty calls Guy to the bloody battlefields of France, and when he returns, time has transformed Magdalen into a stunningly sensual beauty. Suddenly the noble knight is fighting the fiercest battle of his life: against a searing desire for a woman he cannot have.<br><br>I hope that you will be thrilled by Magdalen and Guy's passionate love story, and that you will have as much pleasure reading it as I had writing it.<br><br>Warmest wishes,<br><br>Jane Feather<br><br>P.S. Don't miss my latest novel, <b>The Widow's Kiss</b>, featuring an enchantress who has been widowed no less than four times ... and the formidable hero who finds himself reluctantly falling under her spell.","Fiction, Romance, Historical, Medieval, Action & Adventure, Suspense","Fiction, Romance, Historical",en,432.0,Mass Market Paperback,https://images.isbndb.com/covers/1927863482385.jpg,,0.652865,False
3417,006109398X,The Treasure Box,Orson Scott Card,1997,HarperTorch,"<p>A shattering childhood tragedy left Quentin Fears devastated and unable to cope with the world and its citizens. It didn't, however, prevent him from making millions through brilliant investments. And now the enigmatic recluse has experienced the extraordinarily unexpected: love at first sight.</p> <p>But a whirlwind courtship and marriage to Madeleine -- beautiful, witty, and equally ill-at-ease with reality -- is bringing Quentin something other than the bliss he anticipated, for now he must meet his new wife's family.</p> <p>A bizarre, dysfunctional collection of extreme characters, they are guarding a secret both shocking and terrifying -- as is Madeleine herself. And suddenly Quentin Fears must prevent his dream woman from unleashing an ageless malevolence intent on ruling the world.</p>",Fiction,Fiction,en,384.0,Mass Market Paperback,https://images.isbndb.com/covers/20229713482209.jpg,,0.6527772,False
2888,0449000869,Ashworth Hall (Charlotte & Thomas Pitt Novels (Paperback)),ANNE PERRY,1998,Fawcett,"The gathering has the appearance of a smart autumn house party - stunning women and powerful men enjoying a few days of leisurely pleasure in a setting of exquisite beauty. In fact, the guests are Irish Protestants and Catholics gathered in reluctant parley over home rule for Ireland, a problem that has plagued the British Isles since the reign of Elizabeth I. When the meeting's moderator, government bigwig Ainsley Greville, is found murdered in his bath, the negotiations seem doomed. Superintendent Thomas Pitt of Scotland Yard almost despairs as divorce proceedings involving the great Irish Nationalist leader Charles Stewart Parnell and his mistress, Kitty O'Shea, become an open scandal. To make matters worse, it seems the late Greville himself may have had a less than savory personal life. The surviving guests - six men and five women - unleash their true feelings, or perhaps only pretend to. Their servants follow suit. Unless Pitt and his clever wife, Charlotte, can root out the truth, simmering passions above and below stairs may again explode in murder, the hopeful home rule movement may collapse, and civil war may destroy Ireland.","Fiction, Mystery & Detective, Historical","Fiction, Mystery & Detective, Historical",en,384.0,Paperback,https://images.isbndb.com/covers/23459483482347.jpg,,0.6527416,False
7680,034536998X,The Players Come Again (Kate Fansler Novels (Paperback)),AMANDA CROSS,1991,Fawcett,"""Those who relish intricate mind games, complex characters, scalpel-sharp wit and literary allusions by the peck will clasp Ýthis ̈ to their hearts.""<br>THE SAN DIEGO UNION<br>When Kate Fansler is offered the exciting prospect of writing a biography of Gabrielle Foxx, the obscure and enigmatic wife of a great modernist author, she accepts. But what she discovers when she meets three charming women connected with the Foxx family since childhood is a veil of secrecy that hides a fantastic pattern of events, a shocking secret that fifty years have done nothing to defuse, and a strange truth that she can never reveal....","Fiction, Mystery & Detective, Women Sleuths, City Life","Fiction, Mystery & Detective, Women Sleuths",en,229.0,Paperback,https://images.isbndb.com/covers/26324973482310.jpg,,0.652351,False
