ISBN,Mean_Rating,Title,Author,Year,Publisher
0553560506,1.0,Sarah's Sin,Tami Hoag,1992.0,Bantam
0553560700,1.6956521739130435,Acts of Faith,Erich Segal,1993.0,Bantam Books
0553560719,3.96875,"Dark Force Rising (Star Wars: The Thrawn Trilogy, Vol. 2)",Timothy Zahn,1998.0,Bantam
0553560727,2.769230769230769,A Brilliant Madness: Living With Manic-Depressive Illness,Patty Duke,1993.0,Bantam Books
0553560735,2.9310344827586206,Red Mars (Mars Trilogy),Kim Stanley Robinson,1993.0,Bantam
0553560980,3.5454545454545454,Sideshow (One Last Wish),Sheri S. Tepper,1993.0,Bantam
0553561111,1.5161290322580645,Scruples Two,Judith Krantz,1993.0,Bantam Books
0553561189,3.0,Mistress of the Empire,Raymond E. Feist,1993.0,Bantam
0553561227,4.5,The Ugly Little Boy,Isaac Asimov,1993.0,Bantam Books
0553561278,2.3,For the Sake of Elena,Elizabeth George,1993.0,Bantam Books
0553561359,1.6176470588235294,Lovers,Judith Krantz,1995.0,Bantam Books
0553561367,1.5384615384615385,Spring Collection,Judith Krantz,1997.0,Bantam Books
0553561375,1.0769230769230769,The Jewels of Tessa Kent,Judith Krantz,1999.0,Bantam Books
0553561405,1.2727272727272727,Serpent Mage,Margaret Weis,1993.0,Bantam
0553561537,4.5,Desire,Amanda Quick,1994.0,Bantam
055356160X,2.111111111111111,Cry Wolf,TAMI HOAG,1993.0,Bantam
0553561618,2.0234375,Dark Paradise,TAMI HOAG,1994.0,Bantam
0553561669,6.363636363636363,Ishmael,Daniel Quinn,1993.0,Bantam Books
0553561723,1.875,Burning Time (April Woo Suspense Novels (Paperback)),LESLIE GLASS,1995.0,Bantam
0553562398,2.2051282051282053,Rest in Pieces (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1993.0,Bantam
055356241X,1.1333333333333333,Mars,Ben Bova,1993.0,Bantam Books
0553562614,3.2238805970149254,Snow Crash,Neal Stephenson,1993.0,Bantam
0553562703,1.2666666666666666,More Than You Know,Judith Kelman,1996.0,Bantam Books
055356272X,1.1666666666666667,One Last Kiss,Judith Kelman,1994.0,Bantam Books
0553562738,3.619047619047619,Doomsday Book,Connie Willis,1993.0,Spectra Books
0553562746,2.217391304347826,Fanta C,Sandra Brown,1993.0,Fanfare
0553562754,4.285714285714286,Southern Ghost,Carolyn G. Hart,1996.0,Bantam Books
0553562789,1.1818181818181819,Long Time Coming,Sandra Brown,1997.0,Bantam Books
0553562797,2.0869565217391304,When Venus Fell,Deborah Smith,1999.0,Bantam Books
0553562835,2.3636363636363638,Sam Walton: Made in America : My Story,Sam Walton,1993.0,Bantam Books
0553562967,4.0,Bellwether,Connie Willis,1997.0,Bantam Books
0553563149,3.6153846153846154,The Brothers K,David James Duncan,1993.0,Bantam Books
0553563327,2.642857142857143,Thief of Hearts,TERESA MEDEIROS,1994.0,Bantam
0553563335,0.0,Fairest of Them All,Teresa Medeiros,1995.0,Bantam
0553563343,1.95,Breath of Magic,Teresa Medeiros,1996.0,Bantam Books
0553563386,0.7777777777777778,It Doesn't Take a Hero : The Autobiography of General H. Norman Schwarzkopf,"H. Norman, General Schwarzkopf",1993.0,Bantam Books
0553563505,3.2,The Hollow Man,Dan Simmons,1993.0,Bantam
0553563513,3.125,Point of Impact,Stephen Hunter,1993.0,Bantam Books
0553563521,2.4393939393939394,Devil's Waltz (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1993.0,Bantam Books
0553563696,2.1538461538461537,"The Hands of Chaos : A Death Gate Novel, Volume 5 (Death Gate Cycle (Paperback))",MARGARET WEIS,1993.0,Bantam
055356370X,1.6363636363636365,The Hacker Crackdown: Law and Disorder on the Electronic Frontier,Bruce Sterling,1993.0,Spectra Books
0553563734,2.0526315789473686,The King's Buccaneer,RAYMOND FEIST,1994.0,Bantam
0553564404,2.0,Finnegan's Week,Joseph Wambaugh,1996.0,Bantam Books
055356451X,2.2432432432432434,Night Sins,TAMI HOAG,1995.0,Bantam
0553564528,1.7786259541984732,Guilty as Sin,TAMI HOAG,1997.0,Bantam
0553564668,2.4545454545454546,What Falls Away: A Memoir,Mia Farrow,1998.0,Bantam Books
0553564684,1.9130434782608696,Star Wars: Tales from the Mos Eisley Cantina (Star Wars (Random House Paperback)),Kevin J. Anderson,1995.0,Bantam
0553564692,1.2,Velvet,Jane Feather,1996.0,Bantam Books
0553564927,2.310344827586207,"The Last Command (Star Wars: The Thrawn Trilogy, Vol. 3)",Timothy Zahn,1998.0,Bantam
0553564935,2.9444444444444446,Magician: Master (Riftwar Saga),RAYMOND FEIST,1993.0,Bantam
0553564943,1.1666666666666667,Magician: Apprentice (Riftwar Saga),RAYMOND FEIST,1993.0,Bantam
0553564978,1.8064516129032258,Venus Envy,Rita Mae Brown,1996.0,Bantam Books
0553564994,1.2666666666666666,Homeland (The Crown Family Saga 1890-1900),John Jakes,1994.0,Bantam Books
0553565060,2.090909090909091,Deception,Amanda Quick,1994.0,Bantam
0553565079,2.6,Forward the Foundation (Foundation Novels (Paperback)),ISAAC ASIMOV,1994.0,Bantam
0553565095,2.466666666666667,Free Fall,Robert Crais,1996.0,Bantam Books
0553565214,3.0625,Daggerspell,Katharine Kerr,1993.0,Bantam
0553565230,2.8,The Perfect Mistress,Betina M. Krahn,1995.0,Bantam Books
0553565370,1.2380952380952381,Scandal in Fair Haven,Carolyn G. Hart,1995.0,Bantam Books
0553565559,1.2,"Prey (Aliens Vs. Predator, Book 1)",Steve Perry,1994.0,Bantam
0553565915,2.4,Embraced by the Light,Betty J. Eadie,1994.0,Bantam Books
0553566032,1.1666666666666667,The Scorpio Illusion,Robert Ludlum,1994.0,Bantam Books
0553566040,2.8679245283018866,Missing Joseph,Elizabeth George,1994.0,Bantam Books
0553566067,2.1,Virtual Light,WILLIAM GIBSON,1994.0,Bantam
0553566075,1.0909090909090908,Dead Man's Island,Carolyn G. Hart,1994.0,Bantam Books
0553567675,2.8,Glory Season,David Brin,1996.0,Bantam Books
0553567683,2.0,Adam's Fall,Sandra Brown,1994.0,Bantam Books
0553567713,0.9090909090909091,Into the Labyrinth (Death Gate Cycle (Paperback)),MARGARET WEIS,1994.0,Spectra
055356773X,1.9743589743589745,The Cereal Murders,Diane Mott Davidson,1994.0,Crimeline
0553567764,3.2,Prince of Dreams,Susan Krinard,1996.0,Fanfare
0553567772,2.5833333333333335,Prince of Shadows,Susan Krinard,1996.0,Fanfare
0553568019,2.0,"Rogue Squadron (Star Wars: X-Wing Series, Book 1)",Michael A. Stackpole,1998.0,Bantam
0553568027,2.263157894736842,"Wedge's Gamble (Star Wars: X-Wing Series, Book 2)",Michael A. Stackpole,1998.0,Bantam
0553568159,2.8333333333333335,Star Wars: Tales from Jabba's Palace (Star Wars (Random House Paperback)),Kevin J. Anderson,1996.0,Spectra Books
0553568167,3.8461538461538463,Star Wars: Tales of the Bounty Hunters (Star Wars (Random House Paperback)),Kevin J. Anderson,1996.0,Bantam
0553568183,1.6923076923076923,Blue Moon,Luanne Rice,1994.0,Bantam Books
055356823X,1.7142857142857142,Amanda,KAY HOOPER,1996.0,Bantam
0553568701,2.433333333333333,Bad Love (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1994.0,Bantam Books
055356871X,1.5333333333333334,The Hammer of God,Arthur C. Clarke,1994.0,Bantam
0553568728,2.619047619047619,Star Wars: The Truce at Bakura (Star Wars (Random House Paperback)),Kathy Tyers,1994.0,Bantam
0553568736,3.0625,A Plague of Angels,Sheri S. Tepper,1994.0,Bantam
0553568760,2.1,Natural Causes,Michael Palmer,1995.0,Bantam Books
0553568779,0.5909090909090909,Wild Kat (Kat Colorado Mysteries),Karen Kijewski,1995.0,Bantam Books
0553568884,3.533333333333333,Darkspell,Katharine Kerr,1994.0,Bantam
0553568914,2.730769230769231,"Elvis, Jesus & Coca-Cola (Kinky Friedman Novels (Paperback))",Kinky Friedman,1996.0,Bantam Books
0553568922,2.8333333333333335,"Conquerors' Pride (The Conquerors Saga, Book One)",TIMOTHY ZAHN,1994.0,Bantam
0553569031,2.0875,Gone But Not Forgotten,PHILLIP M. MARGOLIN,1994.0,Bantam
0553569058,1.5384615384615385,The Robber Bride,Margaret Atwood,1995.0,Bantam
0553569074,3.255813953488372,Wouldn't Take Nothing for My Journey Now,Maya Angelou,1994.0,Bantam Books
0553569082,1.048780487804878,After Dark,Phillip Margolin,1996.0,Bantam Books
0553569155,2.202247191011236,Seinlanguage,Jerry Seinfeld,1995.0,Bantam Books
055356921X,2.25,The Strange Files of Fremont Jones (Fremont Jones Mysteries (Paperback)),Dianne Day,1996.0,Bantam
0553569228,1.9166666666666667,Fire and Fog (Fremont Jones Mysteries (Paperback)),Dianne Day,1997.0,Crime Line
0553569376,2.0416666666666665,The Courtship of Princess Leia (Star Wars),Dave Wolverton,1995.0,Bantam
0553569406,2.2580645161290325,Mistress,Amanda Quick,1995.0,Bantam Books
0553569414,0.7272727272727273,An Absence of Light,David L. Lindsey,1995.0,Bantam Books
0553569473,2.8260869565217392,Rama Revealed (Bantam Spectra Book),Arthur C. Clarke,1995.0,Bantam
0553569570,1.15,The Apocalypse Watch,Robert Ludlum,1996.0,Bantam Books
0553569619,1.8205128205128205,When the Bough Breaks (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1994.0,Bantam Books
0553569635,3.206896551724138,Blood Test (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1995.0,Bantam Books
0553569783,3.5,Heartstone,PHILLIP M. MARGOLIN,1995.0,Bantam
0553569791,1.605263157894737,The Last Innocent Man,PHILLIP M. MARGOLIN,1995.0,Bantam
055356983X,4.181818181818182,Anne Frank's Tales from the Secret Annex,Anne Frank,1994.0,Bantam Books
0553569902,2.6818181818181817,Lion's Bride,IRIS JOHANSEN,1996.0,Bantam
0553569910,2.3482142857142856,The Ugly Duckling,Iris Johansen,1997.0,Bantam Books
0553571338,4.166666666666667,The Giver,LOIS LOWRY,1999.0,Bantam Books for Young Readers
0553571575,2.3529411764705883,Heaven's Price,Sandra Brown,1995.0,Fanfare
0553571583,2.393939393939394,Breakfast in Bed,SANDRA BROWN,1996.0,Fanfare
0553571591,1.3,Mystique,Amanda Quick,1996.0,Bantam Books
0553571656,3.08955223880597,The Beekeeper's Apprentice,LAURIE R. KING,1996.0,Bantam
0553571729,0.8333333333333334,The Red Scream,Mary Willis Walker,1995.0,Crimeline
0553571737,2.1875,Under the Beetle's Cellar,Mary Willis Walker,1996.0,Bantam Books
0553571745,1.4545454545454546,The Crystal Star (Star Wars (Random House Paperback)),Vonda N. McIntyre,1995.0,Spectra Books
0553571818,2.120879120879121,Long After Midnight,IRIS JOHANSEN,1997.0,Bantam
0553571834,2.0,Haunting Rachel,KAY HOOPER,1999.0,Bantam
0553571842,3.3333333333333335,After Caroline,Kay Hooper,1997.0,Bantam Books
0553571850,1.5,Finding Laura,Kay Hooper,1998.0,Bantam Books
0553571885,2.059322033898305,A Thin Dark Line (Mysteries & Horror),TAMI HOAG,1998.0,Bantam
0553571907,3.0,Mischief,Amanda Quick,1997.0,Bantam Books
0553571915,1.3636363636363635,Hanging Time (April Woo Suspense Novels (Paperback)),LESLIE GLASS,1996.0,Bantam
0553571923,3.1,Breakheart Hill,Thomas H. Cook,1996.0,Bantam Books
0553572024,2.0,Mint Julep Murder,Carolyn G. Hart,1996.0,Bantam Books
0553572040,2.6774193548387095,Killer Pancake,Diane Mott Davidson,1996.0,Crimeline
0553572202,2.353846153846154,Self-Defense (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1995.0,Bantam Books
0553572210,1.1891891891891893,Silent Treatment,Michael Palmer,1996.0,Bantam Books
055357227X,2.028985507246377,"The Web (Alex Delaware Series, No. 10)",JONATHAN KELLERMAN,1996.0,Bantam
055357230X,2.0549450549450547,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999.0,Bantam Books
0553572326,2.1153846153846154,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998.0,Bantam
0553572350,1.4705882352941178,Murder at Monticello (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1995.0,Bantam
0553572369,1.7272727272727273,Pay Dirt (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1996.0,Bantam
0553572377,4.038461538461538,"Murder, She Meowed (Mrs. Murphy Mysteries (Paperback))",RITA MAE BROWN,1997.0,Bantam
0553572393,1.7692307692307692,Green Mars,Kim Stanley Robinson,1995.0,Spectra Books
0553572423,2.4210526315789473,The Fist of God,Frederick Forsyth,1995.0,Bantam Books
0553572490,2.857142857142857,Vice,Jane Feather,1996.0,Bantam
0553572512,1.8070175438596492,Playing for the Ashes,ELIZABETH GEORGE,1995.0,Bantam
055357258X,3.4696969696969697,The Last Suppers,DIANE MOTT DAVIDSON,1995.0,Crimeline
0553572733,1.2666666666666666,"Before the Storm (Star Wars: The Black Fleet Crisis, Book 1)",Michael P. Kube-McDowell,1998.0,Bantam
055357275X,0.7857142857142857,"Tyrant's Test (Star Wars: The Black Fleet Crisis, Book 3)",Michael P. Kube-McDowell,1998.0,Bantam
0553572857,4.277777777777778,"Shadow Moon (Chronicles of the Shadow War, Book 1)",George Lucas,1996.0,Bantam
055357289X,3.4166666666666665,"Shadow Dawn (Chronicles of the Shadow War, Book 2)",George Lucas,1998.0,Bantam Books
055357292X,2.090909090909091,Heavy Weather,Bruce Sterling,1996.0,Bantam
0553572946,5.0,Endymion,DAN SIMMONS,1996.0,Bantam
0553572989,4.285714285714286,Rise of Endymion,DAN SIMMONS,1998.0,Spectra
0553572997,2.75,The Alienist,Caleb Carr,1995.0,Bantam Books
0553573136,2.7950819672131146,Couplehood,PAUL REISER,1995.0,Bantam
0553573209,1.681159420289855,Firefly Beach,Luanne Rice,2001.0,Bantam Books
0553573225,2.3076923076923075,Home Fires,Luanne Rice,1996.0,Bantam Books
055357325X,4.090909090909091,The Seventh Gate (Death Gate Cycle (Paperback)),Margaret Weis,1995.0,Bantam
0553573306,2.3846153846153846,"Brightness Reef (The Uplift Trilogy, Book 1)",David Brin,1996.0,Spectra Books
0553573314,4.269230769230769,The Diamond Age,Neal Stephenson,1996.0,Bantam
0553573357,2.5384615384615383,Blue Mars,Kim Stanley Robinson,1997.0,Spectra Books
055357339X,2.357142857142857,"Assassin's Apprentice (The Farseer Trilogy, Book 1)",ROBIN HOBB,1996.0,Bantam
0553573403,3.693548387096774,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin,1997.0,Spectra Books
0553573411,2.8333333333333335,"Royal Assassin (The Farseer Trilogy, Book 2)",ROBIN HOBB,1997.0,Spectra
0553573608,1.3333333333333333,How to Murder the Man of Your Dreams,Dorothy Cannell,1996.0,Bantam Books
0553573616,2.3333333333333335,My Point...And I Do Have One,ELLEN DEGENERES,1996.0,Bantam
0553573705,1.5,Almost Innocent,Jane Feather,2001.0,Bantam Books
0553573861,3.3793103448275863,Zodiac: The Eco-Thriller,Neal Stephenson,1995.0,Bantam
0553573926,2.6511627906976742,Vertical Run,Joseph R. Garber,1996.0,Bantam Books
0553573985,4.035714285714286,Gibbon's Decline and Fall,Sheri S. Tepper,1997.0,Bantam Books
0553573993,1.8181818181818181,A Grave Talent,Laurie R. King,1995.0,Crimeline
0553574027,2.0,Antarctica,KIM STANLEY ROBINSON,1999.0,Bantam
0553574078,2.8461538461538463,Affair,Amanda Quick,1998.0,Bantam Books
0553574086,1.8059701492537314,Critical Judgment,Michael Palmer,1998.0,Bantam Books
0553574094,1.4375,With This Ring,Amanda Quick,1999.0,Bantam Books
0553574108,4.217391304347826,I Thee Wed,Amanda Quick,2000.0,Bantam Books
0553574116,2.44,Wicked Widow,Amanda Quick,2001.0,Bantam Books
0553574132,1.55,Star Wars: Shadows of the Empire,Steve Perry,1998.0,Spectra Books
0553574302,1.8181818181818181,The Chalice and the Blade,Glenna McReynolds,1998.0,Bantam Books
0553574353,5.5,Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,1996.0,Bantam Books
0553574469,0.4166666666666667,The Standoff,Chuck Hogan,1996.0,Bantam Books
0553574558,1.0,To Play the Fool,Laurie R. King,1996.0,Crimeline
0553574566,2.8636363636363638,A Monstrous Regiment of Women,LAURIE R. KING,1996.0,Bantam
0553574574,2.736,Beach Music,Pat Conroy,1996.0,Bantam Books
0553574582,2.823529411764706,With Child,Laurie R. King,1997.0,Bantam Books
0553574604,0.6875,Icon,Frederick Forsyth,1997.0,Bantam Books
0553574639,2.683333333333333,The Main Corpse (Culinary Mysteries (Paperback)),Diane Mott Davidson,1997.0,Bantam Books
0553574663,2.810126582278481,The Grilling Season,Diane Mott Davidson,1998.0,Bantam Books
0553574671,2.5555555555555554,Prime Cut,Diane Mott Davidson,2000.0,Bantam Books
055357468X,1.5,God Save the Queen!,Dorothy Cannell,1998.0,Bantam Books
0553574752,1.2380952380952381,"Protein Power: The High-Protein/Low Carbohydrate Way to Lose Weight, Feel Fit, and Boost Your Health-in Just Weeks!",Michael R. Eades,1998.0,Bantam Books
0553574892,2.4166666666666665,Jane and the Man of the Cloth: Being the Second Jane Austin Mystery,Stephanie Barron,1997.0,Crimeline
0553574957,1.1818181818181819,The Burning Man,Phillip Margolin,1997.0,Bantam Books
0553574965,1.8846153846153846,The Last Family,John R. Miller,1997.0,Bantam Books
0553575007,1.9583333333333333,Touch of Enchantment,Teresa Medeiros,1997.0,Bantam Books
0553575015,2.263157894736842,Nobody's Darling,TERESA MEDEIROS,1998.0,Bantam
0553575023,2.7714285714285714,Charming the Prince,TERESA MEDEIROS,1999.0,Bantam
0553575058,2.0,Zero at the Bone,Mary Willis Walker,1997.0,Bantam Books
0553575066,1.2307692307692308,The Scotsman Wore Spurs,Patricia Potter,1997.0,Bantam Books
0553575090,1.5161290322580645,Deception on His Mind,ELIZABETH GEORGE,1998.0,Bantam
0553575104,1.4788732394366197,In Pursuit of the Proper Sinner,Elizabeth George,2000.0,Bantam Books
0553575236,1.1,The Diamond Slipper,Jane Feather,1997.0,Fanfare
0553575244,0.65,The Silver Rose,Jane Feather,1997.0,Bantam Books
0553575252,0.8181818181818182,The Emerald Swan,Jane Feather,1998.0,Bantam Books
0553575260,2.8125,A Free Man of Color (Benjamin January (Paperback)),Barbara Hambly,1998.0,Bantam Books
0553575279,5.0,Fever Season (Benjamin January (Paperback)),BARBARA HAMBLY,1999.0,Bantam
055357535X,3.3333333333333335,The Stories of Eva Luna,Isabel Allende,1992.0,Bantam
0553575376,2.75,Excession,Iain Banks,1998.0,Spectra Books
0553575384,3.0491803278688523,To Say Nothing of the Dog,Connie Willis,1998.0,Bantam
0553575406,1.8064516129032258,Murder on the Prowl,RITA MAE BROWN,1999.0,Bantam
0553575414,2.1818181818181817,Cat on the Scent (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,2000.0,Bantam
0553575422,6.133333333333334,"Luck in the Shadows (Nightrunner, Vol. 1)",LYNN FLEWELLING,1996.0,Spectra
0553575430,4.0,"Stalking Darkness (Nightrunner, Vol. 2)",Lynn Flewelling,1997.0,Bantam
055357549X,2.7777777777777777,Holy Fire: A Novel (Bantam Spectra Book),Bruce Sterling,1997.0,Bantam Books
0553575538,2.2,Stealing Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000.0,Bantam Books
0553575619,2.5789473684210527,Raptor Red,ROBERT T. BAKKER,1996.0,Bantam
0553575635,3.1538461538461537,"Ship of Magic (The Liveship Traders, Book 1)",Robin Hobb,1999.0,Spectra Books
0553575937,1.3478260869565217,Jane and the Unpleasantness at Scargrave Manor: Being the First Jane Austen Mystery (Jane Austen Mysteries (Paperback)),Stephanie Barron,1997.0,Bantam Books
0553575953,1.71875,Floaters,Joseph Wambaugh,1997.0,Bantam Books
0553576003,2.0,Tidings of Great Joy,Sandra Brown,1999.0,Bantam Books
0553576011,2.2666666666666666,Send No Flowers,SANDRA BROWN,2000.0,Bantam
055357602X,1.2758620689655173,In a Class by Itself,Sandra Brown,2000.0,Bantam Books
0553576038,2.2,Thursday's Child,Sandra Brown,2002.0,Bantam Books
0553576046,1.3636363636363635,Riley in the Morning,Sandra Brown,2001.0,Bantam Books
0553576089,2.8333333333333335,In the Presence of the Enemy,ELIZABETH GEORGE,1997.0,Bantam
0553576119,2.3,Star Wars Darksaber,Kevin J. Anderson,1996.0,Bantam
0553576143,1.9803921568627452,The Cry of the Halidon,Robert Ludlum,1996.0,Bantam Books
0553576232,1.2105263157894737,Shadows and Lace,Teresa Medeiros,1996.0,Fanfare
0553576348,2.0,Hello from Heaven!,Bill Guggenheim,1999.0,Bantam Books
0553576399,2.642857142857143,Distraction: A Novel,Bruce Sterling,1999.0,Spectra Books
0553576437,1.5384615384615385,When You Wish,Jane Feather,1997.0,Bantam Books
0553576550,2.25,The Barker Street Regulars: A Dog Lover's Mystery (Dog Lover's Mysteries),Susan Conant,1999.0,Bantam
0553576607,1.2727272727272727,Quieter Than Sleep,Joanne Dobson,1998.0,Bantam Books
0553576623,1.6875,Miracle Cure,Michael Palmer,1999.0,Bantam Books
0553576666,1.6,The Next President,Joseph Flynn,2001.0,Bantam Books
0553576798,2.661764705882353,The Other Daughter,LISA GARDNER,1999.0,Bantam
0553576801,2.696629213483146,The Perfect Husband,LISA GARDNER,1997.0,Bantam
0553576925,1.8153846153846154,Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000.0,Bantam Books
055357695X,2.30188679245283,Out of the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000.0,Bantam Books
0553577123,5.285714285714286,The Diary of a Young Girl: The Definitive Edition,Anne Frank,1997.0,Bantam Books
0553577174,2.9166666666666665,Untitled: A Booklover's Mystery (Booklover's Mysteries),Julie Kaewert,1999.0,Crimeline
0553577239,3.7857142857142856,"The Bone Doll's Twin (Tamir Trilogy, Book 1)",Lynn Flewelling,2001.0,Spectra Books
0553577565,0.6666666666666666,Men in Black: A Novel,Steve Perry,1997.0,Bantam Books
055357759X,3.1666666666666665,A Test of Wills (Inspector Ian Rutledge Mysteries (Paperback)),Charles Todd,1998.0,Bantam Doubleday Dell Publishing Group
0553577778,1.8461538461538463,"Infinity's Shore (The Uplift Saga, Book 5)",David Brin,1997.0,Bantam Books
0553577808,2.6470588235294117,A Letter of Mary (Mary Russell Novels (Paperback)),LAURIE R. KING,1998.0,Bantam
0553578022,3.0373831775700935,The Face of Deception,Iris Johansen,1999.0,Bantam Books
0553578138,2.25,A Place to Call Home,Deborah Smith,1998.0,Bantam Books
0553578243,1.903225806451613,A Darker Place,Laurie R. King,1999.0,Bantam Books
0553578251,1.5,Night Work: A Kate Martinelli Mystery (Kate Martinelli Mysteries),Laurie R. King,2000.0,Bantam Books
0553578294,1.0833333333333333,Smoker,Greg Rucka,1999.0,Bantam Books
0553578308,2.423076923076923,Tough Cookie,Diane Mott Davidson,2001.0,Bantam Books
0553578316,3.123456790123457,Sticks & Scones,Diane Mott Davidson,2002.0,Bantam Books
0553578359,2.847826086956522,Chopping Spree,Diane Mott Davidson,2003.0,Bantam Books
0553578367,1.6,Evidence of Blood,Thomas H. Cook,1998.0,Bantam Books
0553578375,3.1,Jane and the Stillroom Maid (Jane Austen Mysteries (Paperback)),Stephanie Barron,2001.0,Bantam Books
0553578529,3.3043478260869565,Into the Wilderness,Sara Donati,1999.0,Bantam Books
0553578553,1.6,Dawn on a Distant Shore,Sara Donati,2001.0,Bantam Books
055357857X,3.5714285714285716,The Dead Cat Bounce : A Home Repair is Homicide Mystery (Home Repair is Homicide Mysteries (Paperback)),SARAH GRAVES,1998.0,Bantam
0553578669,0.9,To Please a Lady,Susan Johnson,1999.0,Bantam Books
0553578685,2.1923076923076925,The Third Victim,LISA GARDNER,2001.0,Bantam
0553578693,1.9153846153846155,The Next Accident,LISA GARDNER,2002.0,Bantam
0553578731,2.3333333333333335,"I, Jedi (Star Wars (Random House Paperback))",Michael A. Stackpole,1999.0,Spectra Books
055357874X,1.4285714285714286,Finding Mr. Right,EMILY CARMICHAEL,1999.0,Bantam
0553578790,1.6,"Vision of the Future (Star Wars: The Hand of Thrawn, Book Two)",Timothy Zahn,1999.0,Spectra Books
0553578901,1.32,The Hostage Bride,Jane Feather,1998.0,Bantam Books
0553578936,0.6153846153846154,A Valentine Wedding,JANE FEATHER,1999.0,Bantam
0553578944,1.3076923076923077,"Wraith Squadron (Star Wars: X-Wing Series, Book 5)",Aaron Allston,1998.0,Spectra Books
0553578960,2.870967741935484,The Accidental Bride,Jane Feather,1999.0,Bantam Books
055357910X,1.565217391304348,Meg,Steve Alten,1998.0,Bantam Books
0553579207,2.8,Ancient Ones,KIRK MITCHELL,2002.0,Bantam
0553579231,3.5,The Legend Mackinnon,DONNA KAUFFMAN,1999.0,Fanfare
055357924X,3.2941176470588234,Kissed a Sad Goodbye (Duncan Kincaid/Gemma James Novels (Paperback)),Deborah Crombie,2001.0,Bantam Books
0553579274,3.8461538461538463,A Finer End,DEBORAH CROMBIE,2002.0,Bantam
0553579312,1.9523809523809523,Dreaming of the Bones,Deborah Crombie,1998.0,Bantam
0553579525,2.4,The Moor (Mary Russell Novels (Paperback)),LAURIE R. KING,1999.0,Bantam
0553579606,1.8614457831325302,Ashes to Ashes,TAMI HOAG,2000.0,Bantam
0553579754,2.9214285714285713,Fear Nothing,DEAN KOONTZ,1998.0,Bantam
0553579835,0.9777777777777777,The Matarese Countdown,Robert Ludlum,1998.0,Bantam Books
0553579908,4.478260869565218,"A Clash of Kings (A Song of Fire and Ice, Book 2)",George R. R. Martin,2000.0,Spectra Books
0553579983,2.1666666666666665,And Then You Die,Iris Johansen,1998.0,Bantam
0553580000,1.75,The Tin Man,Dale Brown,1999.0,Bantam Books
0553580035,2.111111111111111,Battle Born,Dale Brown,2001.0,Bantam Books
0553580078,3.1818181818181817,The Years of Rice and Salt,Kim Stanley Robinson,2003.0,Spectra Books
0553580167,0.0,The Gemini Man,Richard Steinberg,1999.0,Bantam Books
0553580183,2.9,Touch of the Wolf,Susan Krinard,1999.0,Bantam Books
0553580191,2.473684210526316,Seize the Night,DEAN KOONTZ,1999.0,Bantam
0553580221,2.506172839506173,False Memory,Dean R. Koontz,2000.0,Bantam Books
0553580256,2.4782608695652173,Pawing Through the Past (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,2001.0,Bantam
0553580272,4.318181818181818,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000.0,Spectra Books
0553580280,1.4722222222222223,Catch As Cat Can,Rita Mae Brown,2003.0,Bantam Books
0553580302,4.2,"House Harkonnen (Dune: House Trilogy, Book 2)",Brian Herbert,2001.0,Spectra Books
0553580337,3.55,"House Corrino (Dune: House Trilogy, Book 3)",Brian Herbert,2002.0,Spectra Books
0553580388,1.52,The Patient,Michael Palmer,2001.0,Bantam Books
0553580515,3.25531914893617,Passage,Connie Willis,2002.0,Bantam Books
0553580523,2.2,Evil Breeding: A Dog Lover's Mystery (Dog Lover's Mystery),Susan Conant,2000.0,Bantam Books
0553580531,1.7857142857142858,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,1999.0,Bantam Books
055358068X,1.105263157894737,The Least Likely Bride,Jane Feather,2000.0,Bantam
0553580884,0.9655172413793104,The Undertaker's Widow,Phillip Margolin,1999.0,Bantam Books
0553580906,2.236842105263158,Claws and Effect,RITA MAE BROWN,2002.0,Bantam
0553580930,2.0804597701149423,A Man in Full,Tom Wolfe,1999.0,Bantam
0553580957,2.142857142857143,Known Dead: A Novel,Donald Harstad,2000.0,Bantam Books
055358099X,2.3114754098360657,Cloud Nine,Luanne Rice,2000.0,Bantam Books
0553581023,1.9473684210526316,Follow the Stars Home,Luanne Rice,2001.0,Bantam Books
